image_before,image_target,image_after,mask_target
F32-F40/F35_087/images/F35_087_image_0005.npy,F32-F40/F35_087/images/F35_087_image_0005.npy,F32-F40/F35_087/images/F35_087_image_0005.npy,F32-F40/F35_087/masks/F35_087_masks_0005.npy
F32-F40/F35_087/images/F35_087_image_0006.npy,F32-F40/F35_087/images/F35_087_image_0006.npy,F32-F40/F35_087/images/F35_087_image_0006.npy,F32-F40/F35_087/masks/F35_087_masks_0006.npy
F32-F40/F35_087/images/F35_087_image_0007.npy,F32-F40/F35_087/images/F35_087_image_0007.npy,F32-F40/F35_087/images/F35_087_image_0007.npy,F32-F40/F35_087/masks/F35_087_masks_0007.npy
F32-F40/F35_087/images/F35_087_image_0008.npy,F32-F40/F35_087/images/F35_087_image_0008.npy,F32-F40/F35_087/images/F35_087_image_0008.npy,F32-F40/F35_087/masks/F35_087_masks_0008.npy
F32-F40/F35_087/images/F35_087_image_0009.npy,F32-F40/F35_087/images/F35_087_image_0009.npy,F32-F40/F35_087/images/F35_087_image_0009.npy,F32-F40/F35_087/masks/F35_087_masks_0009.npy
F32-F40/F35_087/images/F35_087_image_0010.npy,F32-F40/F35_087/images/F35_087_image_0010.npy,F32-F40/F35_087/images/F35_087_image_0010.npy,F32-F40/F35_087/masks/F35_087_masks_0010.npy
F32-F40/F35_087/images/F35_087_image_0011.npy,F32-F40/F35_087/images/F35_087_image_0011.npy,F32-F40/F35_087/images/F35_087_image_0011.npy,F32-F40/F35_087/masks/F35_087_masks_0011.npy
F32-F40/F35_087/images/F35_087_image_0012.npy,F32-F40/F35_087/images/F35_087_image_0012.npy,F32-F40/F35_087/images/F35_087_image_0012.npy,F32-F40/F35_087/masks/F35_087_masks_0012.npy
F32-F40/F35_087/images/F35_087_image_0013.npy,F32-F40/F35_087/images/F35_087_image_0013.npy,F32-F40/F35_087/images/F35_087_image_0013.npy,F32-F40/F35_087/masks/F35_087_masks_0013.npy
F32-F40/F35_087/images/F35_087_image_0014.npy,F32-F40/F35_087/images/F35_087_image_0014.npy,F32-F40/F35_087/images/F35_087_image_0014.npy,F32-F40/F35_087/masks/F35_087_masks_0014.npy
F32-F40/F35_087/images/F35_087_image_0015.npy,F32-F40/F35_087/images/F35_087_image_0015.npy,F32-F40/F35_087/images/F35_087_image_0015.npy,F32-F40/F35_087/masks/F35_087_masks_0015.npy
F32-F40/F35_087/images/F35_087_image_0016.npy,F32-F40/F35_087/images/F35_087_image_0016.npy,F32-F40/F35_087/images/F35_087_image_0016.npy,F32-F40/F35_087/masks/F35_087_masks_0016.npy
F32-F40/F35_087/images/F35_087_image_0017.npy,F32-F40/F35_087/images/F35_087_image_0017.npy,F32-F40/F35_087/images/F35_087_image_0017.npy,F32-F40/F35_087/masks/F35_087_masks_0017.npy
F32-F40/F35_087/images/F35_087_image_0018.npy,F32-F40/F35_087/images/F35_087_image_0018.npy,F32-F40/F35_087/images/F35_087_image_0018.npy,F32-F40/F35_087/masks/F35_087_masks_0018.npy
F32-F40/F35_087/images/F35_087_image_0019.npy,F32-F40/F35_087/images/F35_087_image_0019.npy,F32-F40/F35_087/images/F35_087_image_0019.npy,F32-F40/F35_087/masks/F35_087_masks_0019.npy
F32-F40/F35_087/images/F35_087_image_0020.npy,F32-F40/F35_087/images/F35_087_image_0020.npy,F32-F40/F35_087/images/F35_087_image_0020.npy,F32-F40/F35_087/masks/F35_087_masks_0020.npy
F32-F40/F35_087/images/F35_087_image_0021.npy,F32-F40/F35_087/images/F35_087_image_0021.npy,F32-F40/F35_087/images/F35_087_image_0021.npy,F32-F40/F35_087/masks/F35_087_masks_0021.npy
F32-F40/F35_087/images/F35_087_image_0022.npy,F32-F40/F35_087/images/F35_087_image_0022.npy,F32-F40/F35_087/images/F35_087_image_0022.npy,F32-F40/F35_087/masks/F35_087_masks_0022.npy
F32-F40/F35_087/images/F35_087_image_0023.npy,F32-F40/F35_087/images/F35_087_image_0023.npy,F32-F40/F35_087/images/F35_087_image_0023.npy,F32-F40/F35_087/masks/F35_087_masks_0023.npy
F32-F40/F35_087/images/F35_087_image_0024.npy,F32-F40/F35_087/images/F35_087_image_0024.npy,F32-F40/F35_087/images/F35_087_image_0024.npy,F32-F40/F35_087/masks/F35_087_masks_0024.npy
F32-F40/F35_087/images/F35_087_image_0025.npy,F32-F40/F35_087/images/F35_087_image_0025.npy,F32-F40/F35_087/images/F35_087_image_0025.npy,F32-F40/F35_087/masks/F35_087_masks_0025.npy
F32-F40/F35_087/images/F35_087_image_0026.npy,F32-F40/F35_087/images/F35_087_image_0026.npy,F32-F40/F35_087/images/F35_087_image_0026.npy,F32-F40/F35_087/masks/F35_087_masks_0026.npy
F32-F40/F35_087/images/F35_087_image_0027.npy,F32-F40/F35_087/images/F35_087_image_0027.npy,F32-F40/F35_087/images/F35_087_image_0027.npy,F32-F40/F35_087/masks/F35_087_masks_0027.npy
F32-F40/F35_088/images/F35_088_image_0001.npy,F32-F40/F35_088/images/F35_088_image_0001.npy,F32-F40/F35_088/images/F35_088_image_0001.npy,F32-F40/F35_088/masks/F35_088_masks_0001.npy
F32-F40/F35_088/images/F35_088_image_0002.npy,F32-F40/F35_088/images/F35_088_image_0002.npy,F32-F40/F35_088/images/F35_088_image_0002.npy,F32-F40/F35_088/masks/F35_088_masks_0002.npy
F32-F40/F35_088/images/F35_088_image_0003.npy,F32-F40/F35_088/images/F35_088_image_0003.npy,F32-F40/F35_088/images/F35_088_image_0003.npy,F32-F40/F35_088/masks/F35_088_masks_0003.npy
F32-F40/F35_088/images/F35_088_image_0004.npy,F32-F40/F35_088/images/F35_088_image_0004.npy,F32-F40/F35_088/images/F35_088_image_0004.npy,F32-F40/F35_088/masks/F35_088_masks_0004.npy
F32-F40/F35_088/images/F35_088_image_0005.npy,F32-F40/F35_088/images/F35_088_image_0005.npy,F32-F40/F35_088/images/F35_088_image_0005.npy,F32-F40/F35_088/masks/F35_088_masks_0005.npy
F32-F40/F35_088/images/F35_088_image_0006.npy,F32-F40/F35_088/images/F35_088_image_0006.npy,F32-F40/F35_088/images/F35_088_image_0006.npy,F32-F40/F35_088/masks/F35_088_masks_0006.npy
F32-F40/F35_088/images/F35_088_image_0007.npy,F32-F40/F35_088/images/F35_088_image_0007.npy,F32-F40/F35_088/images/F35_088_image_0007.npy,F32-F40/F35_088/masks/F35_088_masks_0007.npy
F32-F40/F35_088/images/F35_088_image_0008.npy,F32-F40/F35_088/images/F35_088_image_0008.npy,F32-F40/F35_088/images/F35_088_image_0008.npy,F32-F40/F35_088/masks/F35_088_masks_0008.npy
F32-F40/F35_088/images/F35_088_image_0009.npy,F32-F40/F35_088/images/F35_088_image_0009.npy,F32-F40/F35_088/images/F35_088_image_0009.npy,F32-F40/F35_088/masks/F35_088_masks_0009.npy
F32-F40/F35_088/images/F35_088_image_0010.npy,F32-F40/F35_088/images/F35_088_image_0010.npy,F32-F40/F35_088/images/F35_088_image_0010.npy,F32-F40/F35_088/masks/F35_088_masks_0010.npy
F32-F40/F35_088/images/F35_088_image_0011.npy,F32-F40/F35_088/images/F35_088_image_0011.npy,F32-F40/F35_088/images/F35_088_image_0011.npy,F32-F40/F35_088/masks/F35_088_masks_0011.npy
F32-F40/F35_088/images/F35_088_image_0012.npy,F32-F40/F35_088/images/F35_088_image_0012.npy,F32-F40/F35_088/images/F35_088_image_0012.npy,F32-F40/F35_088/masks/F35_088_masks_0012.npy
F32-F40/F35_088/images/F35_088_image_0013.npy,F32-F40/F35_088/images/F35_088_image_0013.npy,F32-F40/F35_088/images/F35_088_image_0013.npy,F32-F40/F35_088/masks/F35_088_masks_0013.npy
F32-F40/F35_088/images/F35_088_image_0014.npy,F32-F40/F35_088/images/F35_088_image_0014.npy,F32-F40/F35_088/images/F35_088_image_0014.npy,F32-F40/F35_088/masks/F35_088_masks_0014.npy
F32-F40/F35_088/images/F35_088_image_0015.npy,F32-F40/F35_088/images/F35_088_image_0015.npy,F32-F40/F35_088/images/F35_088_image_0015.npy,F32-F40/F35_088/masks/F35_088_masks_0015.npy
F32-F40/F35_088/images/F35_088_image_0016.npy,F32-F40/F35_088/images/F35_088_image_0016.npy,F32-F40/F35_088/images/F35_088_image_0016.npy,F32-F40/F35_088/masks/F35_088_masks_0016.npy
F32-F40/F35_088/images/F35_088_image_0017.npy,F32-F40/F35_088/images/F35_088_image_0017.npy,F32-F40/F35_088/images/F35_088_image_0017.npy,F32-F40/F35_088/masks/F35_088_masks_0017.npy
F32-F40/F35_088/images/F35_088_image_0018.npy,F32-F40/F35_088/images/F35_088_image_0018.npy,F32-F40/F35_088/images/F35_088_image_0018.npy,F32-F40/F35_088/masks/F35_088_masks_0018.npy
F32-F40/F35_088/images/F35_088_image_0019.npy,F32-F40/F35_088/images/F35_088_image_0019.npy,F32-F40/F35_088/images/F35_088_image_0019.npy,F32-F40/F35_088/masks/F35_088_masks_0019.npy
F32-F40/F35_088/images/F35_088_image_0020.npy,F32-F40/F35_088/images/F35_088_image_0020.npy,F32-F40/F35_088/images/F35_088_image_0020.npy,F32-F40/F35_088/masks/F35_088_masks_0020.npy
F32-F40/F35_088/images/F35_088_image_0021.npy,F32-F40/F35_088/images/F35_088_image_0021.npy,F32-F40/F35_088/images/F35_088_image_0021.npy,F32-F40/F35_088/masks/F35_088_masks_0021.npy
F32-F40/F35_088/images/F35_088_image_0022.npy,F32-F40/F35_088/images/F35_088_image_0022.npy,F32-F40/F35_088/images/F35_088_image_0022.npy,F32-F40/F35_088/masks/F35_088_masks_0022.npy
F32-F40/F35_088/images/F35_088_image_0023.npy,F32-F40/F35_088/images/F35_088_image_0023.npy,F32-F40/F35_088/images/F35_088_image_0023.npy,F32-F40/F35_088/masks/F35_088_masks_0023.npy
F32-F40/F35_088/images/F35_088_image_0024.npy,F32-F40/F35_088/images/F35_088_image_0024.npy,F32-F40/F35_088/images/F35_088_image_0024.npy,F32-F40/F35_088/masks/F35_088_masks_0024.npy
F32-F40/F35_088/images/F35_088_image_0025.npy,F32-F40/F35_088/images/F35_088_image_0025.npy,F32-F40/F35_088/images/F35_088_image_0025.npy,F32-F40/F35_088/masks/F35_088_masks_0025.npy
F32-F40/F35_088/images/F35_088_image_0026.npy,F32-F40/F35_088/images/F35_088_image_0026.npy,F32-F40/F35_088/images/F35_088_image_0026.npy,F32-F40/F35_088/masks/F35_088_masks_0026.npy
F32-F40/F35_088/images/F35_088_image_0027.npy,F32-F40/F35_088/images/F35_088_image_0027.npy,F32-F40/F35_088/images/F35_088_image_0027.npy,F32-F40/F35_088/masks/F35_088_masks_0027.npy
F32-F40/F35_089/images/F35_089_image_0001.npy,F32-F40/F35_089/images/F35_089_image_0001.npy,F32-F40/F35_089/images/F35_089_image_0001.npy,F32-F40/F35_089/masks/F35_089_masks_0001.npy
F32-F40/F35_089/images/F35_089_image_0002.npy,F32-F40/F35_089/images/F35_089_image_0002.npy,F32-F40/F35_089/images/F35_089_image_0002.npy,F32-F40/F35_089/masks/F35_089_masks_0002.npy
F32-F40/F35_089/images/F35_089_image_0003.npy,F32-F40/F35_089/images/F35_089_image_0003.npy,F32-F40/F35_089/images/F35_089_image_0003.npy,F32-F40/F35_089/masks/F35_089_masks_0003.npy
F32-F40/F35_089/images/F35_089_image_0004.npy,F32-F40/F35_089/images/F35_089_image_0004.npy,F32-F40/F35_089/images/F35_089_image_0004.npy,F32-F40/F35_089/masks/F35_089_masks_0004.npy
F32-F40/F35_089/images/F35_089_image_0005.npy,F32-F40/F35_089/images/F35_089_image_0005.npy,F32-F40/F35_089/images/F35_089_image_0005.npy,F32-F40/F35_089/masks/F35_089_masks_0005.npy
F32-F40/F35_089/images/F35_089_image_0006.npy,F32-F40/F35_089/images/F35_089_image_0006.npy,F32-F40/F35_089/images/F35_089_image_0006.npy,F32-F40/F35_089/masks/F35_089_masks_0006.npy
F32-F40/F35_089/images/F35_089_image_0007.npy,F32-F40/F35_089/images/F35_089_image_0007.npy,F32-F40/F35_089/images/F35_089_image_0007.npy,F32-F40/F35_089/masks/F35_089_masks_0007.npy
F32-F40/F35_089/images/F35_089_image_0008.npy,F32-F40/F35_089/images/F35_089_image_0008.npy,F32-F40/F35_089/images/F35_089_image_0008.npy,F32-F40/F35_089/masks/F35_089_masks_0008.npy
F32-F40/F35_089/images/F35_089_image_0009.npy,F32-F40/F35_089/images/F35_089_image_0009.npy,F32-F40/F35_089/images/F35_089_image_0009.npy,F32-F40/F35_089/masks/F35_089_masks_0009.npy
F32-F40/F35_089/images/F35_089_image_0010.npy,F32-F40/F35_089/images/F35_089_image_0010.npy,F32-F40/F35_089/images/F35_089_image_0010.npy,F32-F40/F35_089/masks/F35_089_masks_0010.npy
F32-F40/F35_089/images/F35_089_image_0011.npy,F32-F40/F35_089/images/F35_089_image_0011.npy,F32-F40/F35_089/images/F35_089_image_0011.npy,F32-F40/F35_089/masks/F35_089_masks_0011.npy
F32-F40/F35_089/images/F35_089_image_0012.npy,F32-F40/F35_089/images/F35_089_image_0012.npy,F32-F40/F35_089/images/F35_089_image_0012.npy,F32-F40/F35_089/masks/F35_089_masks_0012.npy
F32-F40/F35_089/images/F35_089_image_0013.npy,F32-F40/F35_089/images/F35_089_image_0013.npy,F32-F40/F35_089/images/F35_089_image_0013.npy,F32-F40/F35_089/masks/F35_089_masks_0013.npy
F32-F40/F35_089/images/F35_089_image_0014.npy,F32-F40/F35_089/images/F35_089_image_0014.npy,F32-F40/F35_089/images/F35_089_image_0014.npy,F32-F40/F35_089/masks/F35_089_masks_0014.npy
F32-F40/F35_089/images/F35_089_image_0015.npy,F32-F40/F35_089/images/F35_089_image_0015.npy,F32-F40/F35_089/images/F35_089_image_0015.npy,F32-F40/F35_089/masks/F35_089_masks_0015.npy
F32-F40/F35_089/images/F35_089_image_0016.npy,F32-F40/F35_089/images/F35_089_image_0016.npy,F32-F40/F35_089/images/F35_089_image_0016.npy,F32-F40/F35_089/masks/F35_089_masks_0016.npy
F32-F40/F35_089/images/F35_089_image_0017.npy,F32-F40/F35_089/images/F35_089_image_0017.npy,F32-F40/F35_089/images/F35_089_image_0017.npy,F32-F40/F35_089/masks/F35_089_masks_0017.npy
F32-F40/F35_089/images/F35_089_image_0018.npy,F32-F40/F35_089/images/F35_089_image_0018.npy,F32-F40/F35_089/images/F35_089_image_0018.npy,F32-F40/F35_089/masks/F35_089_masks_0018.npy
F32-F40/F35_089/images/F35_089_image_0019.npy,F32-F40/F35_089/images/F35_089_image_0019.npy,F32-F40/F35_089/images/F35_089_image_0019.npy,F32-F40/F35_089/masks/F35_089_masks_0019.npy
F32-F40/F35_089/images/F35_089_image_0020.npy,F32-F40/F35_089/images/F35_089_image_0020.npy,F32-F40/F35_089/images/F35_089_image_0020.npy,F32-F40/F35_089/masks/F35_089_masks_0020.npy
F32-F40/F35_089/images/F35_089_image_0021.npy,F32-F40/F35_089/images/F35_089_image_0021.npy,F32-F40/F35_089/images/F35_089_image_0021.npy,F32-F40/F35_089/masks/F35_089_masks_0021.npy
F32-F40/F35_089/images/F35_089_image_0022.npy,F32-F40/F35_089/images/F35_089_image_0022.npy,F32-F40/F35_089/images/F35_089_image_0022.npy,F32-F40/F35_089/masks/F35_089_masks_0022.npy
F32-F40/F35_089/images/F35_089_image_0023.npy,F32-F40/F35_089/images/F35_089_image_0023.npy,F32-F40/F35_089/images/F35_089_image_0023.npy,F32-F40/F35_089/masks/F35_089_masks_0023.npy
F32-F40/F35_089/images/F35_089_image_0024.npy,F32-F40/F35_089/images/F35_089_image_0024.npy,F32-F40/F35_089/images/F35_089_image_0024.npy,F32-F40/F35_089/masks/F35_089_masks_0024.npy
F32-F40/F35_089/images/F35_089_image_0025.npy,F32-F40/F35_089/images/F35_089_image_0025.npy,F32-F40/F35_089/images/F35_089_image_0025.npy,F32-F40/F35_089/masks/F35_089_masks_0025.npy
F32-F40/F35_089/images/F35_089_image_0026.npy,F32-F40/F35_089/images/F35_089_image_0026.npy,F32-F40/F35_089/images/F35_089_image_0026.npy,F32-F40/F35_089/masks/F35_089_masks_0026.npy
F32-F40/F35_089/images/F35_089_image_0027.npy,F32-F40/F35_089/images/F35_089_image_0027.npy,F32-F40/F35_089/images/F35_089_image_0027.npy,F32-F40/F35_089/masks/F35_089_masks_0027.npy
F32-F40/F35_090/images/F35_090_image_0001.npy,F32-F40/F35_090/images/F35_090_image_0001.npy,F32-F40/F35_090/images/F35_090_image_0001.npy,F32-F40/F35_090/masks/F35_090_masks_0001.npy
F32-F40/F35_090/images/F35_090_image_0002.npy,F32-F40/F35_090/images/F35_090_image_0002.npy,F32-F40/F35_090/images/F35_090_image_0002.npy,F32-F40/F35_090/masks/F35_090_masks_0002.npy
F32-F40/F35_090/images/F35_090_image_0003.npy,F32-F40/F35_090/images/F35_090_image_0003.npy,F32-F40/F35_090/images/F35_090_image_0003.npy,F32-F40/F35_090/masks/F35_090_masks_0003.npy
F32-F40/F35_090/images/F35_090_image_0004.npy,F32-F40/F35_090/images/F35_090_image_0004.npy,F32-F40/F35_090/images/F35_090_image_0004.npy,F32-F40/F35_090/masks/F35_090_masks_0004.npy
F32-F40/F35_090/images/F35_090_image_0005.npy,F32-F40/F35_090/images/F35_090_image_0005.npy,F32-F40/F35_090/images/F35_090_image_0005.npy,F32-F40/F35_090/masks/F35_090_masks_0005.npy
F32-F40/F35_090/images/F35_090_image_0006.npy,F32-F40/F35_090/images/F35_090_image_0006.npy,F32-F40/F35_090/images/F35_090_image_0006.npy,F32-F40/F35_090/masks/F35_090_masks_0006.npy
F32-F40/F35_090/images/F35_090_image_0007.npy,F32-F40/F35_090/images/F35_090_image_0007.npy,F32-F40/F35_090/images/F35_090_image_0007.npy,F32-F40/F35_090/masks/F35_090_masks_0007.npy
F32-F40/F35_090/images/F35_090_image_0008.npy,F32-F40/F35_090/images/F35_090_image_0008.npy,F32-F40/F35_090/images/F35_090_image_0008.npy,F32-F40/F35_090/masks/F35_090_masks_0008.npy
F32-F40/F35_090/images/F35_090_image_0009.npy,F32-F40/F35_090/images/F35_090_image_0009.npy,F32-F40/F35_090/images/F35_090_image_0009.npy,F32-F40/F35_090/masks/F35_090_masks_0009.npy
F32-F40/F35_090/images/F35_090_image_0010.npy,F32-F40/F35_090/images/F35_090_image_0010.npy,F32-F40/F35_090/images/F35_090_image_0010.npy,F32-F40/F35_090/masks/F35_090_masks_0010.npy
F32-F40/F35_090/images/F35_090_image_0011.npy,F32-F40/F35_090/images/F35_090_image_0011.npy,F32-F40/F35_090/images/F35_090_image_0011.npy,F32-F40/F35_090/masks/F35_090_masks_0011.npy
F32-F40/F35_090/images/F35_090_image_0012.npy,F32-F40/F35_090/images/F35_090_image_0012.npy,F32-F40/F35_090/images/F35_090_image_0012.npy,F32-F40/F35_090/masks/F35_090_masks_0012.npy
F32-F40/F35_090/images/F35_090_image_0013.npy,F32-F40/F35_090/images/F35_090_image_0013.npy,F32-F40/F35_090/images/F35_090_image_0013.npy,F32-F40/F35_090/masks/F35_090_masks_0013.npy
F32-F40/F35_090/images/F35_090_image_0014.npy,F32-F40/F35_090/images/F35_090_image_0014.npy,F32-F40/F35_090/images/F35_090_image_0014.npy,F32-F40/F35_090/masks/F35_090_masks_0014.npy
F32-F40/F35_090/images/F35_090_image_0015.npy,F32-F40/F35_090/images/F35_090_image_0015.npy,F32-F40/F35_090/images/F35_090_image_0015.npy,F32-F40/F35_090/masks/F35_090_masks_0015.npy
F32-F40/F35_090/images/F35_090_image_0016.npy,F32-F40/F35_090/images/F35_090_image_0016.npy,F32-F40/F35_090/images/F35_090_image_0016.npy,F32-F40/F35_090/masks/F35_090_masks_0016.npy
F32-F40/F35_090/images/F35_090_image_0017.npy,F32-F40/F35_090/images/F35_090_image_0017.npy,F32-F40/F35_090/images/F35_090_image_0017.npy,F32-F40/F35_090/masks/F35_090_masks_0017.npy
F32-F40/F35_090/images/F35_090_image_0018.npy,F32-F40/F35_090/images/F35_090_image_0018.npy,F32-F40/F35_090/images/F35_090_image_0018.npy,F32-F40/F35_090/masks/F35_090_masks_0018.npy
F32-F40/F35_090/images/F35_090_image_0019.npy,F32-F40/F35_090/images/F35_090_image_0019.npy,F32-F40/F35_090/images/F35_090_image_0019.npy,F32-F40/F35_090/masks/F35_090_masks_0019.npy
F32-F40/F35_090/images/F35_090_image_0020.npy,F32-F40/F35_090/images/F35_090_image_0020.npy,F32-F40/F35_090/images/F35_090_image_0020.npy,F32-F40/F35_090/masks/F35_090_masks_0020.npy
F32-F40/F35_090/images/F35_090_image_0021.npy,F32-F40/F35_090/images/F35_090_image_0021.npy,F32-F40/F35_090/images/F35_090_image_0021.npy,F32-F40/F35_090/masks/F35_090_masks_0021.npy
F32-F40/F35_090/images/F35_090_image_0022.npy,F32-F40/F35_090/images/F35_090_image_0022.npy,F32-F40/F35_090/images/F35_090_image_0022.npy,F32-F40/F35_090/masks/F35_090_masks_0022.npy
F32-F40/F35_090/images/F35_090_image_0023.npy,F32-F40/F35_090/images/F35_090_image_0023.npy,F32-F40/F35_090/images/F35_090_image_0023.npy,F32-F40/F35_090/masks/F35_090_masks_0023.npy
F32-F40/F35_090/images/F35_090_image_0024.npy,F32-F40/F35_090/images/F35_090_image_0024.npy,F32-F40/F35_090/images/F35_090_image_0024.npy,F32-F40/F35_090/masks/F35_090_masks_0024.npy
F32-F40/F35_090/images/F35_090_image_0025.npy,F32-F40/F35_090/images/F35_090_image_0025.npy,F32-F40/F35_090/images/F35_090_image_0025.npy,F32-F40/F35_090/masks/F35_090_masks_0025.npy
F32-F40/F35_090/images/F35_090_image_0026.npy,F32-F40/F35_090/images/F35_090_image_0026.npy,F32-F40/F35_090/images/F35_090_image_0026.npy,F32-F40/F35_090/masks/F35_090_masks_0026.npy
F32-F40/F35_090/images/F35_090_image_0027.npy,F32-F40/F35_090/images/F35_090_image_0027.npy,F32-F40/F35_090/images/F35_090_image_0027.npy,F32-F40/F35_090/masks/F35_090_masks_0027.npy
F32-F40/F35_091/images/F35_091_image_0001.npy,F32-F40/F35_091/images/F35_091_image_0001.npy,F32-F40/F35_091/images/F35_091_image_0001.npy,F32-F40/F35_091/masks/F35_091_masks_0001.npy
F32-F40/F35_091/images/F35_091_image_0002.npy,F32-F40/F35_091/images/F35_091_image_0002.npy,F32-F40/F35_091/images/F35_091_image_0002.npy,F32-F40/F35_091/masks/F35_091_masks_0002.npy
F32-F40/F35_091/images/F35_091_image_0003.npy,F32-F40/F35_091/images/F35_091_image_0003.npy,F32-F40/F35_091/images/F35_091_image_0003.npy,F32-F40/F35_091/masks/F35_091_masks_0003.npy
F32-F40/F35_091/images/F35_091_image_0004.npy,F32-F40/F35_091/images/F35_091_image_0004.npy,F32-F40/F35_091/images/F35_091_image_0004.npy,F32-F40/F35_091/masks/F35_091_masks_0004.npy
F32-F40/F35_091/images/F35_091_image_0005.npy,F32-F40/F35_091/images/F35_091_image_0005.npy,F32-F40/F35_091/images/F35_091_image_0005.npy,F32-F40/F35_091/masks/F35_091_masks_0005.npy
F32-F40/F35_091/images/F35_091_image_0006.npy,F32-F40/F35_091/images/F35_091_image_0006.npy,F32-F40/F35_091/images/F35_091_image_0006.npy,F32-F40/F35_091/masks/F35_091_masks_0006.npy
F32-F40/F35_091/images/F35_091_image_0007.npy,F32-F40/F35_091/images/F35_091_image_0007.npy,F32-F40/F35_091/images/F35_091_image_0007.npy,F32-F40/F35_091/masks/F35_091_masks_0007.npy
F32-F40/F35_091/images/F35_091_image_0008.npy,F32-F40/F35_091/images/F35_091_image_0008.npy,F32-F40/F35_091/images/F35_091_image_0008.npy,F32-F40/F35_091/masks/F35_091_masks_0008.npy
F32-F40/F35_091/images/F35_091_image_0009.npy,F32-F40/F35_091/images/F35_091_image_0009.npy,F32-F40/F35_091/images/F35_091_image_0009.npy,F32-F40/F35_091/masks/F35_091_masks_0009.npy
F32-F40/F35_091/images/F35_091_image_0010.npy,F32-F40/F35_091/images/F35_091_image_0010.npy,F32-F40/F35_091/images/F35_091_image_0010.npy,F32-F40/F35_091/masks/F35_091_masks_0010.npy
F32-F40/F35_091/images/F35_091_image_0011.npy,F32-F40/F35_091/images/F35_091_image_0011.npy,F32-F40/F35_091/images/F35_091_image_0011.npy,F32-F40/F35_091/masks/F35_091_masks_0011.npy
F32-F40/F35_091/images/F35_091_image_0012.npy,F32-F40/F35_091/images/F35_091_image_0012.npy,F32-F40/F35_091/images/F35_091_image_0012.npy,F32-F40/F35_091/masks/F35_091_masks_0012.npy
F32-F40/F35_091/images/F35_091_image_0013.npy,F32-F40/F35_091/images/F35_091_image_0013.npy,F32-F40/F35_091/images/F35_091_image_0013.npy,F32-F40/F35_091/masks/F35_091_masks_0013.npy
F32-F40/F35_091/images/F35_091_image_0014.npy,F32-F40/F35_091/images/F35_091_image_0014.npy,F32-F40/F35_091/images/F35_091_image_0014.npy,F32-F40/F35_091/masks/F35_091_masks_0014.npy
F32-F40/F35_091/images/F35_091_image_0015.npy,F32-F40/F35_091/images/F35_091_image_0015.npy,F32-F40/F35_091/images/F35_091_image_0015.npy,F32-F40/F35_091/masks/F35_091_masks_0015.npy
F32-F40/F35_091/images/F35_091_image_0016.npy,F32-F40/F35_091/images/F35_091_image_0016.npy,F32-F40/F35_091/images/F35_091_image_0016.npy,F32-F40/F35_091/masks/F35_091_masks_0016.npy
F32-F40/F35_091/images/F35_091_image_0017.npy,F32-F40/F35_091/images/F35_091_image_0017.npy,F32-F40/F35_091/images/F35_091_image_0017.npy,F32-F40/F35_091/masks/F35_091_masks_0017.npy
F32-F40/F35_091/images/F35_091_image_0018.npy,F32-F40/F35_091/images/F35_091_image_0018.npy,F32-F40/F35_091/images/F35_091_image_0018.npy,F32-F40/F35_091/masks/F35_091_masks_0018.npy
F32-F40/F35_091/images/F35_091_image_0019.npy,F32-F40/F35_091/images/F35_091_image_0019.npy,F32-F40/F35_091/images/F35_091_image_0019.npy,F32-F40/F35_091/masks/F35_091_masks_0019.npy
F32-F40/F35_091/images/F35_091_image_0020.npy,F32-F40/F35_091/images/F35_091_image_0020.npy,F32-F40/F35_091/images/F35_091_image_0020.npy,F32-F40/F35_091/masks/F35_091_masks_0020.npy
F32-F40/F35_091/images/F35_091_image_0021.npy,F32-F40/F35_091/images/F35_091_image_0021.npy,F32-F40/F35_091/images/F35_091_image_0021.npy,F32-F40/F35_091/masks/F35_091_masks_0021.npy
F32-F40/F35_091/images/F35_091_image_0022.npy,F32-F40/F35_091/images/F35_091_image_0022.npy,F32-F40/F35_091/images/F35_091_image_0022.npy,F32-F40/F35_091/masks/F35_091_masks_0022.npy
F32-F40/F35_091/images/F35_091_image_0023.npy,F32-F40/F35_091/images/F35_091_image_0023.npy,F32-F40/F35_091/images/F35_091_image_0023.npy,F32-F40/F35_091/masks/F35_091_masks_0023.npy
F32-F40/F35_091/images/F35_091_image_0024.npy,F32-F40/F35_091/images/F35_091_image_0024.npy,F32-F40/F35_091/images/F35_091_image_0024.npy,F32-F40/F35_091/masks/F35_091_masks_0024.npy
F32-F40/F35_091/images/F35_091_image_0025.npy,F32-F40/F35_091/images/F35_091_image_0025.npy,F32-F40/F35_091/images/F35_091_image_0025.npy,F32-F40/F35_091/masks/F35_091_masks_0025.npy
F32-F40/F35_091/images/F35_091_image_0026.npy,F32-F40/F35_091/images/F35_091_image_0026.npy,F32-F40/F35_091/images/F35_091_image_0026.npy,F32-F40/F35_091/masks/F35_091_masks_0026.npy
F32-F40/F35_091/images/F35_091_image_0027.npy,F32-F40/F35_091/images/F35_091_image_0027.npy,F32-F40/F35_091/images/F35_091_image_0027.npy,F32-F40/F35_091/masks/F35_091_masks_0027.npy
